STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,VEHICLE_TYPE,Vehicle type,INFRASTRUCTURE_TYPE,Infrastructure type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status2,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,5.327533858,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,5.403214383,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,5.209819561,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,5.253970228,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,5.059045948,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,5.101269664,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,5.108099778,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,5.299181083,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,5.376966063,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,5.242386137,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,5.068858669,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,5.144365348,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,5.060150947,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,5.152129221,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,5.560086502,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1994,,5.423124737,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,JPN,Japan,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,4.796453201,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,4.692583543,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,4.827408644,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,4.832286222,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,4.893675195,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,5.025229723,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,5.311030061,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,5.184556665,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,5.020304943,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,5.237083274,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,4.911205081,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,4.708284302,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,4.553917636,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,4.454110923,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,4.380916172,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,4.452453948,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,4.404622638,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,4.683282486,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,4.789841577,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,4.831273213,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,4.829544877,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,4.792090749,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,4.689539924,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,4.703836631,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,4.835588594,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,4.458342515,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,4.947791762,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,4.330895634,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,NLD,Netherlands,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,4.17669101,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,6.488687877,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,6.250952628,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,5.856008433,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,5.982957492,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,7.091331542,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,6.714051142,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,6.768111821,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,GRC,Greece,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,6.813738955,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,6.411581279,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,6.539335621,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,6.372809044,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,7.006135196,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,7.875965339,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,6.682777643,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,5.509062481,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,7.22694808,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,5.066751988,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,7.016217073,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,6.893926282,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,5.520085517,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,5.117975834,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,4.922949588,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,4.440348789,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,4.830976934,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,4.923776496,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,5.195923122,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,4.700333826,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,6.141161995,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,5.848518149,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,6.799011288,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,6.911717011,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,7.830738748,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,5.688142431,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,6.720043811,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,6.275424353,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,SVK,Slovak Republic,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,6.505522713,,,,,,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_INDICATORS@DF_ECONOMIC(1.0),Transport economic and social indicators,I,IRL,Ireland,A,Annual,VA_TRANSPORT,Value added by the transport sector,PT_VA,Percentage of value added,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,2.024763146,,,,,,0,Units,1,One
